head_event	relation	tail_event
[PersonX conceals PersonY's identity]. [PersonX conceals PersonY's identity]	InstanceOf	action
[PersonX conceals PersonY's identity]. [PersonX conceals PersonY's identity]	InstanceOf	hiding
[PersonX improves PersonX's position]. [PersonX improves PersonX's position]	InstanceOf	change
[PersonX improves PersonX's position]. [PersonX improves PersonX's position]	InstanceOf	activity
[PersonX improves PersonX's position]. [PersonX improves PersonX's position]	InstanceOf	improvement
[PersonX improves PersonX's position]. [PersonX improves PersonX's position]	InstanceOf	improving
[PersonX improves PersonX's position]. [PersonX improves PersonX's position]	InstanceOf	goal
[PersonX improves PersonX's position]. [PersonX improves PersonX's position]	InstanceOf	gain
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	examination
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	test
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	exam
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	traditional assessment method
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	formal assessment
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	traditional assessment
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	testing
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	stressful situation
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	assignment
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	assessment
[PersonX has a test tomorrow]. [PersonX has a test tomorrow]	InstanceOf	summative assessment
[PersonX sits patiently]. [PersonX sits patiently]	InstanceOf	waiting
[PersonX sits patiently]. [PersonX sits patiently]	InstanceOf	patience
[PersonX sits patiently]. [PersonX sits patiently]	InstanceOf	inactivity
[PersonX sits patiently]. [PersonX sits patiently]	InstanceOf	wait
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	activity
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	physical activity
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	healthy habit
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	exercise
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	voluntary activity
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	positive health buffer
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	daily exercise
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	preventive health practice
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	lifestyle factor
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	discipline
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	lifestyle choice
[PersonX exercises every day]. [PersonX exercises every day]	InstanceOf	action
[PersonX looks like a fool]. [PersonX looks like a fool]	InstanceOf	character aspect
[PersonX looks like a fool]. [PersonX looks like a fool]	InstanceOf	failing
[PersonX looks like a fool]. [PersonX looks like a fool]	InstanceOf	foolishness
[PersonX looks like a fool]. [PersonX looks like a fool]	InstanceOf	appearance
[PersonX looks like a fool]. [PersonX looks like a fool]	InstanceOf	human failing
[PersonX looks like a fool]. [PersonX looks like a fool]	InstanceOf	serious character flaw
[PersonX looks like a fool]. [PersonX looks like a fool]	InstanceOf	stupidity
[PersonX looks like a fool]. [PersonX looks like a fool]	InstanceOf	undesirable characteristic
[PersonX looks like a fool]. [PersonX looks like a fool]	InstanceOf	negative character trait
[PersonX makes PersonY a part]. [PersonX makes PersonY a part]	InstanceOf	activity
[PersonX makes PersonY a part]. [PersonX makes PersonY a part]	InstanceOf	creation
[PersonX makes PersonY a part]. [PersonX makes PersonY a part]	InstanceOf	inclusion
[PersonX makes PersonY a part]. [PersonX makes PersonY a part]	InstanceOf	role
[PersonX makes PersonY a part]. [PersonX makes PersonY a part]	InstanceOf	making
[PersonX makes PersonY a part]. [PersonX makes PersonY a part]	InstanceOf	action
[PersonX tells PersonY's daughter]. [PersonX tells PersonY's daughter]	InstanceOf	communicating
[PersonX tells PersonY's daughter]. [PersonX tells PersonY's daughter]	InstanceOf	briefing
[PersonX tells PersonY's daughter]. [PersonX tells PersonY's daughter]	InstanceOf	speaking
[PersonX tells PersonY's daughter]. [PersonX tells PersonY's daughter]	InstanceOf	action
[PersonX tells PersonY's daughter]. [PersonX tells PersonY's daughter]	InstanceOf	communication
[PersonX tells PersonY's daughter]. [PersonX tells PersonY's daughter]	InstanceOf	talking
PersonX takes place over [a period]. [a period]	InstanceOf	variable
PersonX takes place over [a period]. [a period]	InstanceOf	time interval
PersonX takes place over [a period]. [a period]	InstanceOf	time
PersonX takes place over [a period]. [a period]	InstanceOf	parameter
PersonX takes place over [a period]. [a period]	InstanceOf	time period
[PersonX goes to the doctor for help]. [PersonX goes to the doctor for help]	InstanceOf	doctor's visit
[PersonX goes to the doctor for help]. [PersonX goes to the doctor for help]	InstanceOf	seeking help
[PersonX goes to the doctor for help]. [PersonX goes to the doctor for help]	InstanceOf	physical examination
[PersonX goes to the doctor for help]. [PersonX goes to the doctor for help]	InstanceOf	appointment
[PersonX goes to the doctor for help]. [PersonX goes to the doctor for help]	InstanceOf	visit
[PersonX goes to the doctor for help]. [PersonX goes to the doctor for help]	InstanceOf	action
[PersonX smells something]. [PersonX smells something]	InstanceOf	odor
[PersonX smells something]. [PersonX smells something]	InstanceOf	human sense
[PersonX smells something]. [PersonX smells something]	InstanceOf	sense
[PersonX smells something]. [PersonX smells something]	InstanceOf	sensation
[PersonX smells something]. [PersonX smells something]	InstanceOf	sense modality
[PersonX smells something]. [PersonX smells something]	InstanceOf	smell
[PersonX smells something]. [PersonX smells something]	InstanceOf	sensory perception
[PersonX smells something]. [PersonX smells something]	InstanceOf	natural odor
[PersonX smells something]. [PersonX smells something]	InstanceOf	scent
PersonX describes [PersonX's experience]. [PersonX's experience]	InstanceOf	event
PersonX describes [PersonX's experience]. [PersonX's experience]	InstanceOf	information
PersonX describes [PersonX's experience]. [PersonX's experience]	InstanceOf	experience
PersonX packs [PersonY's bags]. [PersonY's bags]	InstanceOf	bags
PersonX packs [PersonY's bags]. [PersonY's bags]	InstanceOf	baggage
PersonX packs [PersonY's bags]. [PersonY's bags]	InstanceOf	backpack
[PersonX finds a good deal]. [PersonX finds a good deal]	InstanceOf	finding
[PersonX finds a good deal]. [PersonX finds a good deal]	InstanceOf	deal
[PersonX takes PersonY everywhere]. [PersonX takes PersonY everywhere]	InstanceOf	activity
[PersonX takes PersonY everywhere]. [PersonX takes PersonY everywhere]	InstanceOf	action
[PersonX smells something bad]. [PersonX smells something bad]	InstanceOf	odor
[PersonX smells something bad]. [PersonX smells something bad]	InstanceOf	human sense
[PersonX smells something bad]. [PersonX smells something bad]	InstanceOf	sense
[PersonX smells something bad]. [PersonX smells something bad]	InstanceOf	sensation
[PersonX smells something bad]. [PersonX smells something bad]	InstanceOf	nuisance
[PersonX smells something bad]. [PersonX smells something bad]	InstanceOf	smell
[PersonX smells something bad]. [PersonX smells something bad]	InstanceOf	stimulus
[PersonX smells something bad]. [PersonX smells something bad]	InstanceOf	sensory perception
[PersonX smells something bad]. [PersonX smells something bad]	InstanceOf	experience
[PersonX notices someone]. [PersonX notices someone]	InstanceOf	awareness
[PersonX notices someone]. [PersonX notices someone]	InstanceOf	recognition
[PersonX notices someone]. [PersonX notices someone]	InstanceOf	observation
[PersonX notices someone]. [PersonX notices someone]	InstanceOf	perception
[PersonX notices someone]. [PersonX notices someone]	InstanceOf	notice
[PersonX joins the swim team]. [PersonX joins the swim team]	InstanceOf	join
[PersonX hears a phone ring]. [PersonX hears a phone ring]	InstanceOf	sensory information
[PersonX hears a phone ring]. [PersonX hears a phone ring]	InstanceOf	sense
[PersonX hears a phone ring]. [PersonX hears a phone ring]	InstanceOf	hearing
[PersonX hears a phone ring]. [PersonX hears a phone ring]	InstanceOf	sensation
[PersonX hears a phone ring]. [PersonX hears a phone ring]	InstanceOf	sound
[PersonX hears a phone ring]. [PersonX hears a phone ring]	InstanceOf	phone ring
[PersonX hears a phone ring]. [PersonX hears a phone ring]	InstanceOf	sensory function
[PersonX hears a phone ring]. [PersonX hears a phone ring]	InstanceOf	sound information
[PersonX hears a phone ring]. [PersonX hears a phone ring]	InstanceOf	listening
[PersonX dies peacefully]. [PersonX dies peacefully]	InstanceOf	dying
[PersonX dies peacefully]. [PersonX dies peacefully]	InstanceOf	passing
[PersonX sees what had happened]. [PersonX sees what had happened]	InstanceOf	sight
[PersonX sees what had happened]. [PersonX sees what had happened]	InstanceOf	witness
[PersonX puts bread in the toaster]. [PersonX puts bread in the toaster]	InstanceOf	toasting
[PersonX puts bread in the toaster]. [PersonX puts bread in the toaster]	InstanceOf	cooking activity
PersonX makes [PersonY a connection]. [PersonY a connection]	InstanceOf	relation
PersonX makes [PersonY a connection]. [PersonY a connection]	InstanceOf	connection
[PersonX buys gas]. [PersonX buys gas]	InstanceOf	purchasing
[PersonX buys gas]. [PersonX buys gas]	InstanceOf	purchase
[PersonX sees PersonY naked]. [PersonX sees PersonY naked]	InstanceOf	neurocognitive function
[PersonX sees PersonY naked]. [PersonX sees PersonY naked]	InstanceOf	cognitive process
[PersonX sees PersonY naked]. [PersonX sees PersonY naked]	InstanceOf	viewing
[PersonX sees PersonY naked]. [PersonX sees PersonY naked]	InstanceOf	experience
[PersonX sees PersonY naked]. [PersonX sees PersonY naked]	InstanceOf	visual perception
[PersonX sees PersonY naked]. [PersonX sees PersonY naked]	InstanceOf	vision
[PersonX sees PersonY naked]. [PersonX sees PersonY naked]	InstanceOf	glance
[PersonX sees PersonY naked]. [PersonX sees PersonY naked]	InstanceOf	cognitive function
[PersonX sees PersonY naked]. [PersonX sees PersonY naked]	InstanceOf	brain function
[PersonX sits at the dinning room table]. [PersonX sits at the dinning room table]	InstanceOf	activity
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	jewelry
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	gold plated jewellery
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	gold jewelry
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	gold ring
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	manufactured bespoke jewellery
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	ring
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	accessory
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	expensive item
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	gold
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	valuable item
PersonX finds [a gold ring]. [a gold ring]	InstanceOf	metal object
PersonX gives PersonY [an allowance]. [an allowance]	InstanceOf	financial support
PersonX gives PersonY [an allowance]. [an allowance]	InstanceOf	allowance
PersonX gives PersonY [an allowance]. [an allowance]	InstanceOf	payment
PersonX gives PersonY [an allowance]. [an allowance]	InstanceOf	benefit
PersonX gives PersonY [an allowance]. [an allowance]	InstanceOf	salary related benefit
PersonX gives PersonY [an allowance]. [an allowance]	InstanceOf	money
PersonX gives PersonY [an allowance]. [an allowance]	InstanceOf	compensation
PersonX gives PersonY [an allowance]. [an allowance]	InstanceOf	reward
PersonX gives PersonY [an allowance]. [an allowance]	InstanceOf	entitlement
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	stressful life event
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	legal case
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	divorces
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	situation
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	event
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	family law matter
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	life event
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	life transition
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	family law issue
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	family issue
[PersonX divorces PersonX's husband]. [PersonX divorces PersonX's husband]	InstanceOf	life change
[PersonX begins school]. [PersonX begins school]	InstanceOf	educational institution
[PersonX begins school]. [PersonX begins school]	InstanceOf	school
[PersonX begins school]. [PersonX begins school]	InstanceOf	learning
[PersonX begins school]. [PersonX begins school]	InstanceOf	event
[PersonX begins school]. [PersonX begins school]	InstanceOf	start
[PersonX begins school]. [PersonX begins school]	InstanceOf	beginning
[PersonX begins school]. [PersonX begins school]	InstanceOf	institution
[PersonX begins school]. [PersonX begins school]	InstanceOf	action
[PersonX begins school]. [PersonX begins school]	InstanceOf	education
[PersonX begins school]. [PersonX begins school]	InstanceOf	educational activity
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	activity
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	beauty treatment
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	beauty essential
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	salon service
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	spa treatment
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	service
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	manicure
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	treatment
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	grooming
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	nail care service
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	spa service
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	beauty service
PersonX got [PersonX's nails done]. [PersonX's nails done]	InstanceOf	nail service
