head_event	relation	tail_event
[PersonX finally finished]. [PersonX finally finished]	InstanceOf	finish
[PersonX finally finished]. [PersonX finally finished]	InstanceOf	completion
[PersonX devises a plan]. [PersonX devises a plan]	InstanceOf	planning
[PersonX improves PersonX's health]. [PersonX improves PersonX's health]	InstanceOf	improvement
[PersonX improves PersonX's health]. [PersonX improves PersonX's health]	InstanceOf	improving
PersonX makes [things] better. [things]	InstanceOf	situation
PersonX makes [things] better. [things]	InstanceOf	state
PersonX makes [things] better. [things]	InstanceOf	things
PersonX makes [things] better. [things]	InstanceOf	circumstance
[PersonX opens one eye]. [PersonX opens one eye]	InstanceOf	action
PersonX plays basketball with PersonX's friends after [school]. [school]	InstanceOf	school
PersonX plays basketball with PersonX's friends after [school]. [school]	InstanceOf	classroom experience
PersonX plays basketball with PersonX's friends after [school]. [school]	InstanceOf	class
[PersonX develops PersonY a program]. [PersonX develops PersonY a program]	InstanceOf	development
[PersonX has a great night]. [PersonX has a great night]	InstanceOf	night
[PersonX has a great night]. [PersonX has a great night]	InstanceOf	enjoyment
PersonX likes [scary movies]. [scary movies]	InstanceOf	scary movie
PersonX likes [scary movies]. [scary movies]	InstanceOf	horror
[PersonX buys milk]. [PersonX buys milk]	InstanceOf	dairy product
[PersonX buys milk]. [PersonX buys milk]	InstanceOf	purchase
[PersonX buys milk]. [PersonX buys milk]	InstanceOf	milk
[PersonX buys milk]. [PersonX buys milk]	InstanceOf	beverage
[PersonX buys milk]. [PersonX buys milk]	InstanceOf	shopping
[PersonX buys milk]. [PersonX buys milk]	InstanceOf	buying
PersonX has [a good idea]. [a good idea]	InstanceOf	innovation
PersonX has [a good idea]. [a good idea]	InstanceOf	idea
PersonX has [a good idea]. [a good idea]	InstanceOf	thought
PersonX has [a good idea]. [a good idea]	InstanceOf	good idea
PersonX sees [a ghost]. [a ghost]	InstanceOf	supernatural element
PersonX sees [a ghost]. [a ghost]	InstanceOf	supernatural being
PersonX sees [a ghost]. [a ghost]	InstanceOf	ghost
PersonX sees [a ghost]. [a ghost]	InstanceOf	supernatural creature
PersonX pushes [open the door]. [open the door]	InstanceOf	door
PersonX pushes [open the door]. [open the door]	InstanceOf	open
PersonX has a big exam [coming up]. [coming up]	InstanceOf	happening
PersonX has a big exam [coming up]. [coming up]	InstanceOf	coming
PersonX begins [PersonY's program]. [PersonY's program]	InstanceOf	program
[PersonX takes it into the shop]. [PersonX takes it into the shop]	InstanceOf	repair
[PersonX joins a dance class]. [PersonX joins a dance class]	InstanceOf	dance class
[PersonX begins to speak]. [PersonX begins to speak]	InstanceOf	talking
PersonX feels [dizzy]. [dizzy]	InstanceOf	symptom
PersonX feels [dizzy]. [dizzy]	InstanceOf	dizziness
PersonX feels [dizzy]. [dizzy]	InstanceOf	physical symptom
PersonX feels [dizzy]. [dizzy]	InstanceOf	adverse reaction
PersonX is going on [a road trip]. [a road trip]	InstanceOf	vacation
PersonX is going on [a road trip]. [a road trip]	InstanceOf	adventure
PersonX is going on [a road trip]. [a road trip]	InstanceOf	road trip
PersonX is going on [a road trip]. [a road trip]	InstanceOf	trip
[PersonX resigns PersonX's post]. [PersonX resigns PersonX's post]	InstanceOf	resignation
[PersonX wins by a landslide]. [PersonX wins by a landslide]	InstanceOf	success
[PersonX wins by a landslide]. [PersonX wins by a landslide]	InstanceOf	victory
[PersonX wins by a landslide]. [PersonX wins by a landslide]	InstanceOf	win
[PersonX wins by a landslide]. [PersonX wins by a landslide]	InstanceOf	winning
[PersonX puts the ingredients]. [PersonX puts the ingredients]	InstanceOf	action
PersonX wants [a change]. [a change]	InstanceOf	change
PersonX buys [a new puppy]. [a new puppy]	InstanceOf	puppy
PersonX buys [a new puppy]. [a new puppy]	InstanceOf	dog
PersonX buys [a new puppy]. [a new puppy]	InstanceOf	animal
PersonX buys [a new puppy]. [a new puppy]	InstanceOf	pet
PersonX buys [a new puppy]. [a new puppy]	InstanceOf	small animal
PersonX buys [a new puppy]. [a new puppy]	InstanceOf	baby animal
PersonX buys [a new puppy]. [a new puppy]	InstanceOf	young pet
PersonX buys [a new puppy]. [a new puppy]	InstanceOf	young animal
PersonX has [a doctor's appointment]. [a doctor's appointment]	InstanceOf	checkup
PersonX has [a doctor's appointment]. [a doctor's appointment]	InstanceOf	appointment
PersonX has [a doctor's appointment]. [a doctor's appointment]	InstanceOf	doctor's appointment
PersonX has [PersonY's ups] and downs. [PersonY's ups]	InstanceOf	success
PersonX has [PersonY's ups] and downs. [PersonY's ups]	InstanceOf	achievement
[PersonX is sitting next to PersonY]. [PersonX is sitting next to PersonY]	InstanceOf	position
PersonX gets [a new camera]. [a new camera]	InstanceOf	photographic equipment
PersonX gets [a new camera]. [a new camera]	InstanceOf	camera
PersonX gets [a new camera]. [a new camera]	InstanceOf	new camera
[PersonX thinks it was cute]. [PersonX thinks it was cute]	InstanceOf	feeling
[PersonX thinks it was cute]. [PersonX thinks it was cute]	InstanceOf	opinion
[PersonX thinks it was cute]. [PersonX thinks it was cute]	InstanceOf	belief
[PersonX thinks it was cute]. [PersonX thinks it was cute]	InstanceOf	thoughts
[PersonX engages PersonY in conversation]. [PersonX engages PersonY in conversation]	InstanceOf	personal communication
[PersonX engages PersonY in conversation]. [PersonX engages PersonY in conversation]	InstanceOf	conversation
[PersonX engages PersonY in conversation]. [PersonX engages PersonY in conversation]	InstanceOf	communicative activity
[PersonX engages PersonY in conversation]. [PersonX engages PersonY in conversation]	InstanceOf	communication
[PersonX engages PersonY in conversation]. [PersonX engages PersonY in conversation]	InstanceOf	social interaction
PersonX protects [PersonX's property]. [PersonX's property]	InstanceOf	property
PersonX becomes [very upset]. [very upset]	InstanceOf	upset
PersonX decides to start taking [lessons]. [lessons]	InstanceOf	classes
PersonX decides to start taking [lessons]. [lessons]	InstanceOf	lessons
[PersonX goes to a baseball game]. [PersonX goes to a baseball game]	InstanceOf	activity
[PersonX goes to a baseball game]. [PersonX goes to a baseball game]	InstanceOf	sport event
[PersonX buys a new book]. [PersonX buys a new book]	InstanceOf	shopping
[PersonX buys a new book]. [PersonX buys a new book]	InstanceOf	purchase
[PersonX buys a new book]. [PersonX buys a new book]	InstanceOf	buying
[PersonX decides to face PersonX's fears]. [PersonX decides to face PersonX's fears]	InstanceOf	choice
[PersonX decides to face PersonX's fears]. [PersonX decides to face PersonX's fears]	InstanceOf	courage
[PersonX decides to face PersonX's fears]. [PersonX decides to face PersonX's fears]	InstanceOf	decision
PersonX opens [the window]. [the window]	InstanceOf	window
PersonX moves from [place] to place. [place]	InstanceOf	site
PersonX moves from [place] to place. [place]	InstanceOf	location
PersonX moves from [place] to place. [place]	InstanceOf	area
[PersonX goes door to door]. [PersonX goes door to door]	InstanceOf	door knocking
PersonX eats at [a fancy restaurant]. [a fancy restaurant]	InstanceOf	fancy restaurant
PersonX eats at [a fancy restaurant]. [a fancy restaurant]	InstanceOf	commercial establishment
PersonX eats at [a fancy restaurant]. [a fancy restaurant]	InstanceOf	establishment
PersonX eats at [a fancy restaurant]. [a fancy restaurant]	InstanceOf	restaurant
PersonX gets [a balloon]. [a balloon]	InstanceOf	balloon
[PersonX finds food]. [PersonX finds food]	InstanceOf	food
[PersonX prohibits the exercise thereof]. [PersonX prohibits the exercise thereof]	InstanceOf	prohibition
[PersonX prohibits the exercise thereof]. [PersonX prohibits the exercise thereof]	InstanceOf	banning
[PersonX ensures PersonX's safety]. [PersonX ensures PersonX's safety]	InstanceOf	protection
[PersonX ensures PersonX's safety]. [PersonX ensures PersonX's safety]	InstanceOf	guarantee
PersonX helps [PersonY see]. [PersonY see]	InstanceOf	vision
[PersonX decides to stop]. [PersonX decides to stop]	InstanceOf	decision
[PersonX gives a great speech]. [PersonX gives a great speech]	InstanceOf	talking
[PersonX gives a great speech]. [PersonX gives a great speech]	InstanceOf	speaking
[PersonX gives a great speech]. [PersonX gives a great speech]	InstanceOf	speech
PersonX goes [to buy a new one]. [to buy a new one]	InstanceOf	purchasing
PersonX goes [to buy a new one]. [to buy a new one]	InstanceOf	shopping
PersonX goes [to buy a new one]. [to buy a new one]	InstanceOf	purchase
[PersonX learns how to knit]. [PersonX learns how to knit]	InstanceOf	handicraft
[PersonX learns how to knit]. [PersonX learns how to knit]	InstanceOf	hobby
[PersonX learns how to knit]. [PersonX learns how to knit]	InstanceOf	knitting
PersonX finds [a replacement]. [a replacement]	InstanceOf	replacement
PersonX finds [a replacement]. [a replacement]	InstanceOf	new item
PersonX finds [a replacement]. [a replacement]	InstanceOf	alternative
PersonX cooks [the noodles]. [the noodles]	InstanceOf	noodles
PersonX cooks [the noodles]. [the noodles]	InstanceOf	food
[PersonX sees PersonY's family]. [PersonX sees PersonY's family]	InstanceOf	family visit
[PersonX drives to the shop]. [PersonX drives to the shop]	InstanceOf	driving
[PersonX hears PersonY's name]. [PersonX hears PersonY's name]	InstanceOf	hearing
PersonX has [a math test] on friday. [a math test]	InstanceOf	exam
PersonX has [a math test] on friday. [a math test]	InstanceOf	formal assessment
PersonX has [a math test] on friday. [a math test]	InstanceOf	test
PersonX has [a math test] on friday. [a math test]	InstanceOf	assessment
PersonX is losing [the game]. [the game]	InstanceOf	fun activity
PersonX is losing [the game]. [the game]	InstanceOf	recreational activity
PersonX is losing [the game]. [the game]	InstanceOf	game
PersonX is lactose [intolerant]. [intolerant]	InstanceOf	intolerance
[PersonX goes back to PersonY's room]. [PersonX goes back to PersonY's room]	InstanceOf	return
PersonX uses [PersonY's procedure]. [PersonY's procedure]	InstanceOf	method
PersonX uses [PersonY's procedure]. [PersonY's procedure]	InstanceOf	procedure
[PersonX does not know how to cook]. [PersonX does not know how to cook]	InstanceOf	cooking
[PersonX knows something was wrong]. [PersonX knows something was wrong]	InstanceOf	sense
[PersonX knows something was wrong]. [PersonX knows something was wrong]	InstanceOf	suspicion
[PersonX wants children]. [PersonX wants children]	InstanceOf	hope
[PersonX wants children]. [PersonX wants children]	InstanceOf	wish
PersonX provides PersonY [a level]. [a level]	InstanceOf	tool
PersonX provides PersonY [a level]. [a level]	InstanceOf	level
PersonX provides PersonY [a level]. [a level]	InstanceOf	equipment
[PersonX provides PersonY the interface]. [PersonX provides PersonY the interface]	InstanceOf	collaboration
PersonX erects within [the jurisdiction]. [the jurisdiction]	InstanceOf	region
PersonX erects within [the jurisdiction]. [the jurisdiction]	InstanceOf	jurisdiction
PersonX erects within [the jurisdiction]. [the jurisdiction]	InstanceOf	area
PersonX erects within [the jurisdiction]. [the jurisdiction]	InstanceOf	parameter
PersonX erects within [the jurisdiction]. [the jurisdiction]	InstanceOf	boundary
[PersonX rushes back]. [PersonX rushes back]	InstanceOf	activity
[PersonX rushes back]. [PersonX rushes back]	InstanceOf	haste
[PersonX rushes back]. [PersonX rushes back]	InstanceOf	hurry
[PersonX rushes back]. [PersonX rushes back]	InstanceOf	speed
[PersonX rushes back]. [PersonX rushes back]	InstanceOf	return
PersonX calls [the school]. [the school]	InstanceOf	educational institution
PersonX calls [the school]. [the school]	InstanceOf	school
PersonX calls [the school]. [the school]	InstanceOf	institution
PersonX asks [to leave]. [to leave]	InstanceOf	leave
[PersonX makes decisions for PersonY]. [PersonX makes decisions for PersonY]	InstanceOf	making decision
[PersonX spends the next week]. [PersonX spends the next week]	InstanceOf	time use
[PersonX walks the rest of the way to school]. [PersonX walks the rest of the way to school]	InstanceOf	walking
[PersonX walks the rest of the way to school]. [PersonX walks the rest of the way to school]	InstanceOf	walk
[PersonX uses PersonY word]. [PersonX uses PersonY word]	InstanceOf	speaking
[PersonX uses PersonY word]. [PersonX uses PersonY word]	InstanceOf	communication
PersonX jumps over [the lazy dog]. [the lazy dog]	InstanceOf	dog
PersonX jumps over [the lazy dog]. [the lazy dog]	InstanceOf	animal
PersonX jumps over [the lazy dog]. [the lazy dog]	InstanceOf	canine
PersonX jumps over [the lazy dog]. [the lazy dog]	InstanceOf	household pet
PersonX jumps over [the lazy dog]. [the lazy dog]	InstanceOf	pet
PersonX jumps over [the lazy dog]. [the lazy dog]	InstanceOf	companion animal
PersonX jumps over [the lazy dog]. [the lazy dog]	InstanceOf	domesticated animal
PersonX jumps over [the lazy dog]. [the lazy dog]	InstanceOf	domestic pet
PersonX jumps over [the lazy dog]. [the lazy dog]	InstanceOf	domestic animal
PersonX feels [PersonX's pulse]. [PersonX's pulse]	InstanceOf	heartbeat
PersonX feels [PersonX's pulse]. [PersonX's pulse]	InstanceOf	vital sign
PersonX feels [PersonX's pulse]. [PersonX's pulse]	InstanceOf	pulse
[PersonX feels like home]. [PersonX feels like home]	InstanceOf	nostalgia
[PersonX feels like home]. [PersonX feels like home]	InstanceOf	comfort
[PersonX drinks a glass of water]. [PersonX drinks a glass of water]	InstanceOf	drinking
[PersonX drinks a glass of water]. [PersonX drinks a glass of water]	InstanceOf	drinking water
PersonX eats [fast food]. [fast food]	InstanceOf	junk food
PersonX eats [fast food]. [fast food]	InstanceOf	unhealthy food
PersonX eats [fast food]. [fast food]	InstanceOf	food
PersonX eats [fast food]. [fast food]	InstanceOf	convenience food
PersonX eats [fast food]. [fast food]	InstanceOf	fast food
PersonX takes part in [the proceedings]. [the proceedings]	InstanceOf	event
PersonX takes part in [the proceedings]. [the proceedings]	InstanceOf	proceeding
[PersonX resumes PersonX's march]. [PersonX resumes PersonX's march]	InstanceOf	march
[PersonX resumes PersonX's march]. [PersonX resumes PersonX's march]	InstanceOf	action
[PersonX resumes PersonX's march]. [PersonX resumes PersonX's march]	InstanceOf	movement
[PersonX sells PersonX's property]. [PersonX sells PersonX's property]	InstanceOf	selling property
[PersonX sells PersonX's property]. [PersonX sells PersonX's property]	InstanceOf	selling
PersonX looks [shocked]. [shocked]	InstanceOf	surprise
PersonX looks [shocked]. [shocked]	InstanceOf	shock
[PersonX finally decided]. [PersonX finally decided]	InstanceOf	choice
[PersonX finally decided]. [PersonX finally decided]	InstanceOf	decision
